5 51 -2.95508e-07
5 52 -1.43939e-06
5 53 -2.00761e-07
5 54 -8.75348e-07
5 55 -8.57898e-08
5 56 -3.46497e-07
5 57 -1.77848e-08
5 58 -6.83169e-08
5 59 0
5 60 0
5 61 0
5 62 0
5 63 0
5 64 0
5 65 0
5 66 0
5 67 0
5 68 0
5 69 0
5 70 0
5 71 0
5 72 0
5 73 0
5 74 0
5 75 0
5 76 0
5 77 0
5 78 0
5 79 0
5 80 0
5 81 0
5 82 0
5 83 0
5 84 0
5 85 0
5 86 0
5 87 0
5 88 0
5 89 0
5 90 0
5 91 0
5 92 0
5 93 0
5 94 0
5 95 0
5 96 0
5 97 0
5 98 0
5 99 0
5 100 0

6 0 0
6 1 0
6 2 0
6 3 0
6 4 0
6 5 0
6 6 0
6 7 0
6 8 0
6 9 0
6 10 0
6 11 0
6 12 0
6 13 0
6 14 0
6 15 0
6 16 0
6 17 0
6 18 0
6 19 0
6 20 0
6 21 0
6 22 0
6 23 0
6 24 0
6 25 0
6 26 0
6 27 0
6 28 0
6 29 0
6 30 0
6 31 0
6 32 0
6 33 0
6 34 0
6 35 0
6 36 0
6 37 0
6 38 0
6 39 0
6 40 0
6 41 -3.41584e-07
6 42 -1.0004e-07
6 43 -1.80018e-06
6 44 -5.12743e-07
6 45 -4.81651e-06
6 46 -1.30542e-06
6 47 -8.59291e-06
6 48 -2.15681e-06
6 49 -1.12696e-05
6 50 -2.52966e-06
6 51 -1.12696e-05
6 52 -2.15681e-06
6 53 -8.59291e-06
6 54 -1.30542e-06
6 55 -4.81651e-06
6 56 -5.12743e-07
6 57 -1.80018e-06
6 58 -1.0004e-07
6 59 -3.41584e-07
6 60 0
6 61 0
6 62 0
6 63 0
6 64 0
6 65 0
6 66 0
6 67 0
6 68 0
6 69 0
6 70 0
6 71 0
6 72 0
6 73 0
6 74 0
6 75 0
6 76 0
6 77 0
6 78 0
6 79 0
6 80 0
6 81 0
6 82 0
6 83 0
6 84 0
6 85 0
6 86 0
6 87 0
6 88 0
6 89 0
6 90 0
6 91 0
6 92 0
6 93 0
6 94 0
6 95 0
6 96 0
6 97 0
6 98 0
6 99 0
6 100 0

7 0 0
7 1 0
7 2 0
7 3 0
7 4 0
7 5 0
7 6 0
7 7 0
7 8 0
7 9 0
7 10 0
7 11 0
7 12 0
7 13 0
7 14 0
7 15 0
7 16 0
7 17 0
7 18 0
7 19 0
7 20 0
7 21 0
7 22 0
7 23 0
7 24 0
7 25 0
7 26 0
7 27 0
7 28 0
7 29 0
7 30 0
7 31 0
7 32 0
7 33 0
7 34 0
7 35 0
7 36 0
7 37 0
7 38 0
7 39 0
7 40 -1.50297e-06
7 41 -4.89083e-07
7 42 -8.09059e-06
7 43 -2.61192e-06
7 44 -2.24663e-05
7 45 -7.06131e-06
7 46 -4.24157e-05
7 47 -1.26879e-05
7 48 -6.03264e-05
7 49 -1.67008e-05
7 50 -6.75551e-05
7 51 -1.67008e-05
7 52 -6.03264e-05
7 53 -1.26879e-05
7 54 -4.24157e-05
7 55 -7.06131e-06
7 56 -2.24663e-05
7 57 -2.61192e-06
7 58 -8.09059e-06
7 59 -4.89083e-07
7 60 -1.50297e-06
7 61 0
7 62 0
7 63 0
7 64 0
7 65 0
7 66 0
7 67 0
7 68 0
7 69 0
7 70 0
7 71 0
7 72 0
7 73 0
7 74 0
7 75 0
7 76 0
7 77 0
7 78 0
7 79 0
7 80 0
7 81 0
7 82 0
7 83 0
7 84 0
7 85 0
7 86 0
7 87 0
7 88 0
7 89 0
7 90 0
7 91 0
7 92 0
7 93 0
7 94 0
7 95 0
7 96 0
7 97 0
7 98 0
7 99 0
7 100 0

8 0 0
8 1 0
8 2 0
8 3 0
8 4 0
8 5 0
8 6 0
8 7 0
8 8 0
8 9 0
8 10 0
8 11 0
8 12 0
8 13 0
8 14 0
8 15 0
8 16 0
8 17 0
8 18 0
8 19 0
8 20 0
8 21 0
8 22 0
8 23 0
8 24 0
8 25 0
8 26 0
8 27 0
8 28 0
8 29 0
8 30 0
8 31 0
8 32 0
8 33 0
8 34 0
8 35 0
8 36 0
8 37 0
8 38 0
8 39 -5.87525e-06
8 40 -2.10306e-06
8 41 -3.18158e-05
8 42 -1.15103e-05
8 43 -9.01078e-05
8 44 -3.24e-05
8 45 -0.000176382
8 46 -6.17917e-05
8 47 -0.000265313
8 48 -8.84327e-05
8 49 -0.000322105
8 50 -9.92376e-05
8 51 -0.000322105
8 52 -8.84327e-05
8 53 -0.000265313
8 54 -6.17917e-05
8 55 -0.000176382
8 56 -3.24e-05
8 57 -9.01078e-05
8 58 -1.15103e-05
8 59 -3.18158e-05
8 60 -2.10306e-06
8 61 -5.87525e-06
8 62 0
8 63 0
8 64 0
8 65 0
8 66 0
8 67 0
8 68 0
8 69 0
8 70 0
8 71 0
8 72 0
8 73 0
8 74 0
8 75 0
8 76 0
8 77 0
8 78 0
8 79 0
8 80 0
8 81 0
8 82 0
8 83 0
8 84 0
8 85 0
8 86 0
8 87 0
8 88 0
8 89 0
8 90 0
8 91 0
8 92 0
8 93 0
8 94 0
8 95 0
8 96 0
8 97 0
8 98 0
8 99 0
8 100 0

9 0 0
9 1 0
9 2 0
9 3 0
9 4 0
9 5 0
9 6 0
9 7 0
9 8 0
9 9 0
9 10 0
9 11 0
9 12 0
9 13 0
9 14 0
9 15 0
9 16 0
9 17 0
9 18 0
9 19 0
9 20 0
9 21 0
9 22 0
9 23 0
9 24 0
9 25 0
9 26 0
9 27 0
9 28 0
9 29 0
9 30 0
9 31 0
9 32 0
9 33 0
9 34 0
9 35 0
9 36 0
9 37 0
9 38 -2.05634e-05
9 39 -8.02986e-06
9 40 -0.000110453
9 41 -4.43895e-05
9 42 -0.000314124
9 43 -0.00012795
9 44 -0.000626385
9 45 -0.000253952
9 46 -0.000976187
9 47 -0.000385662
9 48 -0.00125298
9 49 -0.000470506
9 50 -0.00135827
9 51 -0.000470506
9 52 -0.00125298
9 53 -0.000385662
9 54 -0.000976187
9 55 -0.000253952
9 56 -0.000626385
9 57 -0.00012795
9 58 -0.000314124
9 59 -4.43895e-05
9 60 -0.000110453
9 61 -8.02986e-06
9 62 -2.05634e-05
9 63 0
9 64 0
9 65 0
9 66 0
9 67 0
9 68 0
9 69 0
9 70 0
9 71 0
9 72 0
9 73 0
9 74 0
9 75 0
9 76 0
9 77 0
9 78 0
9 79 0
9 80 0
9 81 0
9 82 0
9 83 0
9 84 0
9 85 0
9 86 0
9 87 0
9 88 0
9 89 0
9 90 0
9 91 0
9 92 0
9 93 0
9 94 0
9 95 0
9 96 0
9 97 0
9 98 0
9 99 0
9 100 0

10 0 0
10 1 0
10 2 0
10 3 0
10 4 0
10 5 0
10 6 0
10 7 0
10 8 0
10 9 0
10 10 0
10 11 0
10 12 0
10 13 0
10 14 0
10 15 0
10 16 0
10 17 0
10 18 0
10 19 0
10 20 0
10 21 0
10 22 0
10 23 0
10 24 0
10 25 0
10 26 0
10 27 0
10 28 0
10 29 0
10 30 0
10 31 0
10 32 0
10 33 0
10 34 0
10 35 0
10 36 0
10 37 -6.48537e-05
10 38 -2.74354e-05
10 39 -0.000340919
10 40 -0.000151178
10 41 -0.00095965
10 42 -0.000439759
10 43 -0.00191907
10 44 -0.00089341
10 45 -0.00304475
10 46 -0.00141182
10 47 -0.00404811
10 48 -0.00182774
10 49 -0.00463925
10 50 -0.00198708
10 51 -0.00463925
10 52 -0.00182774
10 53 -0.00404811
10 54 -0.00141182
10 55 -0.00304475
10 56 -0.00089341
10 57 -0.00191907
10 58 -0.000439759
10 59 -0.00095965
10 60 -0.000151178
10 61 -0.000340919
10 62 -2.74354e-05
10 63 -6.48537e-05
10 64 0
10 65 0
10 66 0
10 67 0
10 68 0
10 69 0
10 70 0
10 71 0
10 72 0
10 73 0
10 74 0
10 75 0
10 76 0
10 77 0
10 78 0
10 79 0
10 80 0
10 81 0
10 82 0
10 83 0
10 84 0
10 85 0
10 86 0
10 87 0
10 88 0
10 89 0
10 90 0
10 91 0
10 92 0
10 93 0
10 94 0
10 95 0
10 96 0
10 97 0
10 98 0
10 99 0
10 100 0

11 0 0
11 1 0
11 2 0
11 3 0
11 4 0
11 5 0
11 6 0
11 7 0
11 8 0
11 9 0
11 10 0
11 11 0
11 12 0
11 13 0
11 14 0
11 15 0
11 16 0
11 17 0
11 18 0
11 19 0
11 20 0
11 21 0
11 22 0
11 23 0
11 24 0
11 25 0
11 26 0
11 27 0
11 28 0
11 29 0
11 30 0
11 31 0
11 32 0
11 33 0
11 34 0
11 35 0
11 36 -0.000185296
11 37 -8.44165e-05
11 38 -0.00094078
11 39 -0.000458002
11 40 -0.00258538
11 41 -0.00132697
11 42 -0.00511121
11 43 -0.00272024
11 44 -0.00813095
11 45 -0.00440123
11 46 -0.0110097
11 47 -0.00593121
11 48 -0.0130758
11 49 -0.00684433
11 50 -0.0138264
11 51 -0.00684433
11 52 -0.0130758
11 53 -0.00593121
11 54 -0.0110097
11 55 -0.00440123
11 56 -0.00813095
11 57 -0.00272024
11 58 -0.00511121
11 59 -0.00132697
11 60 -0.00258538
11 61 -0.000458002
11 62 -0.00094078
11 63 -8.44165e-05
11 64 -0.000185296
11 65 0
11 66 0
11 67 0
11 68 0
11 69 0
11 70 0
11 71 0
11 72 0
11 73 0
11 74 0
11 75 0
11 76 0
11 77 0
11 78 0
11 79 0
11 80 0
11 81 0
11 82 0
11 83 0
11 84 0
11 85 0
11 86 0
11 87 0
11 88 0
11 89 0
11 90 0
11 91 0
11 92 0
11 93 0
11 94 0
11 95 0
11 96 0
11 97 0
11 98 0
11 99 0
11 100 0

12 0 0
12 1 0
12 2 0
12 3 0
12 4 0
12 5 0
12 6 0
12 7 0
12 8 0
12 9 0
12 10 0
12 11 0
12 12 0
12 13 0
12 14 0
12 15 0
12 16 0
12 17 0
12 18 0
12 19 0
12 20 0
12 21 0
12 22 0
12 23 0
12 24 0
12 25 0
12 26 0
12 27 0
12 28 0
12 29 0
12 30 0
12 31 0
12 32 0
12 33 0
12 34 0
12 35 -0.000481771
12 36 -0.00023516
12 37 -0.00233131
12 38 -0.00124159
12 39 -0.00617176
12 40 -0.00354017
12 41 -0.0119049
12 42 -0.00723193
12 43 -0.0187433
12 44 -0.0118198
12 45 -0.0254993
12 46 -0.0163291
12 47 -0.030907
12 48 -0.0196337
12 49 -0.0339114
12 50 -0.0208469
12 51 -0.0339114
12 52 -0.0196337
12 53 -0.030907
12 54 -0.0163291
12 55 -0.0254993
12 56 -0.0118198
12 57 -0.0187433
12 58 -0.00723193
12 59 -0.0119049
12 60 -0.00354017
12 61 -0.00617176
12 62 -0.00124159
12 63 -0.00233131
12 64 -0.00023516
12 65 -0.000481771
12 66 0
12 67 0
12 68 0
12 69 0
12 70 0
12 71 0
12 72 0
12 73 0
12 74 0
12 75 0
12 76 0
12 77 0
12 78 0
12 79 0
12 80 0
12 81 0
12 82 0
12 83 0
12 84 0
12 85 0
12 86 0
12 87 0
12 88 0
12 89 0
12 90 0
12 91 0
12 92 0
12 93 0
12 94 0
12 95 0
12 96 0
12 97 0
12 98 0
12 99 0
12 100 0

13 0 0
13 1 0
13 2 0
13 3 0
13 4 0
13 5 0
13 6 0
13 7 0
13 8 0
13 9 0
13 10 0
13 11 0
13 12 0
13 13 0
13 14 0
13 15 0
13 16 0
13 17 0
13 18 0
13 19 0
13 20 0
13 21 0
13 22 0
13 23 0
13 24 0
13 25 0
13 26 0
13 27 0
13 28 0
13 29 0
13 30 0
13 31 0
13 32 0
13 33 0
13 34 -0.00114421
13 35 -0.000595739
13 36 -0.00520546
13 37 -0.00302628
13 38 -0.0131022
13 39 -0.00839857
13 40 -0.0243715
13 41 -0.0169144
13 42 -0.0375933
13 43 -0.027626
13 44 -0.0509191
13 45 -0.0386718
13 46 -0.0623826
13 47 -0.0477891
13 48 -0.0701594
13 49 -0.0529477
13 50 -0.0729164
13 51 -0.0529477
13 52 -0.0701594
13 53 -0.0477891
13 54 -0.0623826
13 55 -0.0386718
13 56 -0.0509191
13 57 -0.027626
13 58 -0.0375933
13 59 -0.0169144
13 60 -0.0243715
13 61 -0.00839857
13 62 -0.0131022
13 63 -0.00302628
13 64 -0.00520546
13 65 -0.000595739
13 66 -0.00114421
13 67 0
13 68 0
13 69 0
13 70 0
13 71 0
13 72 0
13 73 0
13 74 0
13 75 0
13 76 0
13 77 0
13 78 0
13 79 0
13 80 0
13 81 0
13 82 0
13 83 0
13 84 0
13 85 0
13 86 0
13 87 0
13 88 0
13 89 0
13 90 0
13 91 0
13 92 0
13 93 0
13 94 0
13 95 0
13 96 0
13 97 0
13 98 0
13 99 0
13 100 0

14 0 0
14 1 0
14 2 0
14 3 0
14 4 0
14 5 0
14 6 0
14 7 0
14 8 0
14 9 0
14 10 0
14 11 0
14 12 0
14 13 0
14 14 0
14 15 0
14 16 0
14 17 0
14 18 0
14 19 0
14 20 0
14 21 0
14 22 0
14 23 0
14 24 0
14 25 0
14 26 0
14 27 0
14 28 0
14 29 0
14 30 0
14 31 0
14 32 0
14 33 -0.00249033
14 34 -0.00137765
14 35 -0.0104995
14 36 -0.00665874
14 37 -0.0248067
14 38 -0.0178061
14 39 -0.0440775
14 40 -0.0350487
14 41 -0.0662614
14 42 -0.0567732
14 43 -0.0891796
14 44 -0.0799359
14 45 -0.110329
14 46 -0.100664
14 47 -0.126821
14 48 -0.115068
14 49 -0.135918
14 50 -0.120232
14 51 -0.135918
14 52 -0.115068
14 53 -0.126821
14 54 -0.100664
14 55 -0.110329
14 56 -0.0799359
14 57 -0.0891796
14 58 -0.0567732
14 59 -0.0662614
14 60 -0.0350487
14 61 -0.0440775
14 62 -0.0178061
14 63 -0.0248067
14 64 -0.00665874
14 65 -0.0104995
14 66 -0.00137765
14 67 -0.00249033
14 68 0
14 69 0
14 70 0
14 71 0
14 72 0
14 73 0
14 74 0
14 75 0
14 76 0
14 77 0
14 78 0
14 79 0
14 80 0
14 81 0
14 82 0
14 83 0
14 84 0
14 85 0
14 86 0
14 87 0
14 88 0
14 89 0
14 90 0
14 91 0
14 92 0
14 93 0
14 94 0
14 95 0
14 96 0
14 97 0
14 98 0
14 99 0
14 100 0

15 0 0
15 1 0
15 2 0
15 3 0
15 4 0
15 5 0
15 6 0
15 7 0
15 8 0
15 9 0
15 10 0
15 11 0
15 12 0
15 13 0
15 14 0
15 15 0
15 16 0
15 17 0
15 18 0
15 19 0
15 20 0
15 21 0
15 22 0
15 23 0
15 24 0
15 25 0
15 26 0
15 27 0
15 28 0
15 29 0
15 30 0
15 31 0
15 32 -0.00498066
15 33 -0.00291737
15 34 -0.0191649
15 35 -0.0132704
15 36 -0.0419953
15 37 -0.033896
15 38 -0.0709145
15 39 -0.0648288
15 40 -0.104234
15 41 -0.103812
15 42 -0.140725
15 43 -0.146748
15 44 -0.177816
15 45 -0.187912
15 46 -0.210813
15 47 -0.220642
15 48 -0.233896
15 49 -0.238847
15 50 -0.242218
15 51 -0.238847
15 52 -0.233896
15 53 -0.220642
15 54 -0.210813
15 55 -0.187912
15 56 -0.177816
15 57 -0.146748
15 58 -0.140725
15 59 -0.103812
15 60 -0.104234
15 61 -0.0648288
15 62 -0.0709145
15 63 -0.033896
15 64 -0.0419953
15 65 -0.0132704
15 66 -0.0191649
15 67 -0.00291737
15 68 -0.00498066
15 69 0
15 70 0
15 71 0
15 72 0
15 73 0
15 74 0
15 75 0
15 76 0
15 77 0
15 78 0
15 79 0
15 80 0
15 81 0
15 82 0
15 83 0
15 84 0
15 85 0
15 86 0
15 87 0
15 88 0
15 89 0
15 90 0
15 91 0
15 92 0
15 93 0
15 94 0
15 95 0
15 96 0
15 97 0
15 98 0
15 99 0
15 100 0

16 0 0
16 1 0
16 2 0
16 3 0
16 4 0
16 5 0
16 6 0
16 7 0
16 8 0
16 9 0
16 10 0
16 11 0
16 12 0
16 13 0
16 14 0
16 15 0
16 16 0
16 17 0
16 18 0
16 19 0
16 20 0
16 21 0
16 22 0
16 23 0
16 24 0
16 25 0
16 26 0
16 27 0
16 28 0
16 29 0
16 30 0
16 31 -0.0091749
16 32 -0.00567266
16 33 -0.0316932
16 34 -0.0240248
16 35 -0.0637704
16 36 -0.0582228
16 37 -0.102666
16 38 -0.108027
16 39 -0.150093
16 40 -0.171491
16 41 -0.208172
16 42 -0.244619
16 43 -0.274634
16 44 -0.320055
16 45 -0.34131
16 46 -0.387053
16 47 -0.396123
16 48 -0.433661
16 49 -0.427192
16 50 -0.450402
16 51 -0.427192
16 52 -0.433661
16 53 -0.396123
16 54 -0.387053
16 55 -0.34131
16 56 -0.320055
16 57 -0.274634
16 58 -0.244619
16 59 -0.208172
16 60 -0.171491
16 61 -0.150093
16 62 -0.108027
16 63 -0.102666
16 64 -0.0582228
16 65 -0.0637704
16 66 -0.0240248
16 67 -0.0316932
16 68 -0.00567266
16 69 -0.0091749
16 70 0
16 71 0
16 72 0
16 73 0
16 74 0
16 75 0
16 76 0
16 77 0
16 78 0
16 79 0
16 80 0
16 81 0
16 82 0
16 83 0
16 84 0
16 85 0
16 86 0
16 87 0
16 88 0
16 89 0
16 90 0
16 91 0
16 92 0
16 93 0
16 94 0
16 95 0
16 96 0
16 97 0
16 98 0
16 99 0
16 100 0

17 0 0
17 1 0
17 2 0
17 3 0
17 4 0
17 5 0
17 6 0
17 7 0
17 8 0
17 9 0
17 10 0
17 11 0
17 12 0
17 13 0
17 14 0
17 15 0
17 16 0
17 17 0
17 18 0
17 19 0
17 20 0
17 21 0
17 22 0
17 23 0
17 24 0
17 25 0
17 26 0
17 27 0
17 28 0
17 29 0
17 30 -0.0155973
17 31 -0.0101511
17 32 -0.0475153
17 33 -0.0396216
17 34 -0.087329
17 35 -0.0907859
17 36 -0.136456
17 37 -0.164153
17 38 -0.205291
17 39 -0.26099
17 40 -0.3017
17 41 -0.380073
17 42 -0.42319
17 43 -0.513155
17 44 -0.555648
17 45 -0.643494
17 46 -0.676721
17 47 -0.748867
17 48 -0.762076
17 49 -0.808046
17 50 -0.79289
17 51 -0.808046
17 52 -0.762076
17 53 -0.748867
17 54 -0.676721
17 55 -0.643494
17 56 -0.555648
17 57 -0.513155
17 58 -0.42319
17 59 -0.380073
17 60 -0.3017
17 61 -0.26099
17 62 -0.205291
17 63 -0.164153
17 64 -0.136456
17 65 -0.0907859
17 66 -0.087329
17 67 -0.0396216
17 68 -0.0475153
17 69 -0.0101511
17 70 -0.0155973
17 71 0
17 72 0
17 73 0
17 74 0
17 75 0
17 76 0
17 77 0
17 78 0
17 79 0
17 80 0
17 81 0
17 82 0
17 83 0
17 84 0
17 85 0
17 86 0
17 87 0
17 88 0
17 89 0
17 90 0
17 91 0
17 92 0
17 93 0
17 94 0
17 95 0
17 96 0
17 97 0
17 98 0
17 99 0
17 100 0

18 0 0
18 1 0
18 2 0
18 3 0
18 4 0
18 5 0
18 6 0
18 7 0
18 8 0
18 9 0
18 10 0
18 11 0
18 12 0
18 13 0
18 14 0
18 15 0
18 16 0
18 17 0
18 18 0
18 19 0
18 20 0
18 21 0
18 22 0
18 23 0
18 24 0
18 25 0
18 26 0
18 27 0
18 28 0
18 29 -0.0245101
18 30 -0.0167493
18 31 -0.0646114
18 32 -0.059702
18 33 -0.108979
18 34 -0.129551
18 35 -0.171851
18 36 -0.231159
18 37 -0.277401
18 38 -0.37433
18 39 -0.439321
18 40 -0.564464
18 41 -0.653633
18 42 -0.79358
18 43 -0.899082
18 44 -1.03692
18 45 -1.14039
18 46 -1.25638
18 47 -1.33503
18 48 -1.41013
18 49 -1.44406
18 50 -1.4655
18 51 -1.44406
18 52 -1.41013
18 53 -1.33503
18 54 -1.25638
18 55 -1.14039
18 56 -1.03692
18 57 -0.899082
18 58 -0.79358
18 59 -0.653633
18 60 -0.564464
18 61 -0.439321
18 62 -0.37433
18 63 -0.277401
18 64 -0.231159
18 65 -0.171851
18 66 -0.129551
18 67 -0.108979
18 68 -0.059702
18 69 -0.0646114
18 70 -0.0167493
18 71 -0.0245101
18 72 0
18 73 0
18 74 0
18 75 0
18 76 0
18 77 0
18 78 0
18 79 0
18 80 0
18 81 0
18 82 0
18 83 0
18 84 0
18 85 0
18 86 0
18 87 0
18 88 0
18 89 0
18 90 0
18 91 0
18 92 0
18 93 0
18 94 0
18 95 0
18 96 0
18 97 0
18 98 0
18 99 0
